img_id,phase,iou_RV,dice_RV,hd_RV,assd_RV,iou_MYO,dice_MYO,hd_MYO,assd_MYO,iou_LV,dice_LV,hd_LV,assd_LV
B9E0Q1,ES,0.6620792571712873,0.7966879489225879,34.48187929913333,1.8526098498567007,0.42724166372099176,0.598695616280033,24.55605831561735,1.1118405507345848,0.4922579154148488,0.6597491094935781,24.269322199023193,0.8146370994885804
B9H8N8,ED,0.704030418250955,0.8263120314173525,16.673332000533065,0.646032196361982,0.36842105263158825,0.5384615384615434,12.206555615733702,1.4750902953908192,0.74106060606061,0.8512749107997576,4.242640687119285,0.4633843935803802
B9H8N8,ES,0.49601593625499263,0.6631158455392866,5.385164807134504,0.9576989317298643,0.34962474830680307,0.5181066051810725,22.47220505424423,1.1436248110051634,0.6991847826087039,0.8229649768111335,15.033296378372908,0.6594613483247953
C0K1P0,ED,0.5940974060349445,0.7453715234537174,32.58834147360065,1.1287762525012763,0.25250821273196083,0.40320408307932654,25.495097567963924,2.5076454297391084,0.49638460035177845,0.6634452135301075,24.228082879171435,1.203331422474217
C0K1P0,ES,0.5768032056990299,0.7316108993364432,31.843366656181317,0.89145059872501,0.2874524714828965,0.44654459539279795,30.903074280724887,2.5480767554832044,0.586312956555187,0.7392147358216253,18.2208671582886,0.6997787404465479
C1K8P5,ED,0.7616526791478404,0.8647024333040174,22.64950330581225,0.76908968107758,0.45777845036320436,0.6280494134745186,23.021728866442675,0.881447962390695,0.7471264367816126,0.855263157894738,6.164414002968976,0.4879470112445117
C1K8P5,ES,0.5886838868388785,0.741096314648502,7.0,1.079089458059997,0.6388684790595217,0.7796458193230242,11.532562594670797,0.680636180601546,0.7136377381312454,0.8328921828127787,15.0,0.39301329869741664
C2J0K3,ED,0.3830334190231412,0.5539033457249097,23.727621035409346,2.099340510247468,0.15961172820975103,0.2752847773558885,66.007575322837,2.6622926349014024,0.26299957026215065,0.4164681864579855,36.069377593742864,2.9940613090375465
C2J0K3,ES,0.25612263974576077,0.4077987795803035,33.075670817082454,4.956382057293776,0.2219105946997927,0.3632190369121259,63.079315151640635,2.3995663856716822,0.46245864087555455,0.6324399582318199,14.89966442575134,0.9236246980496572
C4E9I1,ED,0.46645144402757643,0.6361635033021977,11.40175425099138,1.262898942163197,0.23904816881534707,0.3858577492494079,20.904544960366874,1.9024200963126785,0.36644483362522334,0.5363477904234619,25.317977802344327,1.5835510546532783
C4E9I1,ES,0.24394550958629557,0.39221253295478825,33.645207682521445,3.793428944036413,0.3060223048327189,0.4686325856768789,36.30426972134269,3.1371840798256003,0.376991516656334,0.5475582268970767,16.401219466856727,1.5436996248744894
C5M4S2,ED,0.897407116399148,0.9459299574065314,29.086079144497972,0.5096704046390101,0.4153087772148512,0.5868808049535643,28.30194339616981,0.9791284679390486,0.7997401818726911,0.8887284841754588,9.433981132056603,0.43352258399231147
C5M4S2,ES,0.64782850779511,0.7862814664639334,5.385164807134504,0.7584542427085966,0.5903771131339468,0.7424366312346715,45.09988913511872,0.8266296503691721,0.6849553128103355,0.8130249005451626,7.280109889280518,0.4477598831215148
C6E0F9,ED,0.7842603396862468,0.8790873419561119,20.688160865577203,0.606872679466929,0.4891808346213371,0.6569797612869781,8.246211251235321,0.9769813286463872,0.8030322497751535,0.8907575001781523,17.204650534085253,0.40663498583642066
