img_id,phase,iou_RV,dice_RV,hd_RV,assd_RV,iou_MYO,dice_MYO,hd_MYO,assd_MYO,iou_LV,dice_LV,hd_LV,assd_LV
A0S9V9,ED,0.20674730884474973,0.3426521979032585,42.17819341792628,2.75814645117046,0.005656317245625542,0.011249006541547892,71.80529228406496,13.191550918024507,6.463706289186178e-15,6.463706289186178e-15,125.75372757894694,13.2575236050054
A0S9V9,ES,0.09289790741915747,0.17000290107340318,52.630789467763066,5.284062361416849,0.0017910036508989337,0.003575603383077745,76.66159403508382,14.782593644848198,1.0475591870940598e-14,1.0475591870940598e-14,123.59207094308275,14.199542998050077
A1D9Z7,ED,0.2757754220651804,0.4323259678709951,25.475478405713993,3.193662809583344,0.24307428816099663,0.3910856985395447,27.477263328068172,2.2949051986637015,0.11374876360040027,0.20426287744227728,48.31148931672465,9.099971716690927
A1D9Z7,ES,0.2034394010294899,0.33809662681054403,33.60059523282288,4.629150116841727,0.30321735086458673,0.46533657745336754,30.822070014844883,2.8222898001571544,0.22173784542633942,0.36298760205624825,44.83302354291979,6.021665397387755
A1E9Q1,ED,0.2798778845290506,0.4373509190402714,13.0,1.347557058529794,0.02783606962104044,0.05416441482015821,18.027756377319946,3.3208288977849207,0.07279017705719058,0.13570254205134966,57.697486947006624,10.48165086883224
A1E9Q1,ES,0.21244309559939845,0.35043804755945307,34.91418050019218,2.2989932675029,0.07671895730899027,0.14250507393447998,27.294688127912362,3.9016927267468073,0.2939336444284945,0.45432568461934986,57.39337940912697,6.656521433433623
A2C0I1,ED,0.37046955900732575,0.5406461698801489,21.494185260204677,2.055476550317421,0.024424227522342228,0.047683814705184034,48.02082881417188,3.048915380347209,0.10092491838955998,0.1833456881640772,35.63705936241092,4.638897815995392
A2C0I1,ES,0.15486491259051466,0.26819571865444547,38.1051177665153,7.858054380046907,0.017169095627879643,0.03375858684986228,52.10566188045211,5.382984388374952,0.04436906377206181,0.08496816941666774,54.12947441089743,8.102715943016982
A2L1N6,ED,0.5378730638458676,0.6995025486703943,50.724747411889595,2.287598110407602,0.0589061293266934,0.11125845378597593,51.048996072400875,8.082476805062212,0.18562610229277793,0.31312755671253895,65.00769185258002,6.408112445005377
A2L1N6,ES,0.3860248871872093,0.5570244672454661,62.321745803531535,3.318462760979132,0.016928218541128907,0.03329284846753566,62.161081071680215,12.110332166703138,0.044230426252915206,0.08471391972674493,64.69930447848725,10.470877682096729
